Destination,Destination IP,Hop,IP,ASN,City,Region,Country,Loc,Postal,Timezone,RTT1,RTT2,RTT3
list.ly,99.83.220.108,6,*,,,,,,,,*,*,*
rogmovies.lol,104.21.48.1,6,152.193.5.194,N/A,,,,,,,*,11.4,*
elephantbet.co.ao,185.162.229.2,6,*,,,,,,,,*,*,*
mir-chitki.ru,195.161.62.201,8,154.54.27.170,N/A,,,,,,,78.67,78.84,83.76
workupjob.com,172.67.10.57,7,162.158.61.105,N/A,,,,,,,7.25,4.84,18.08
google.com,142.250.81.238,9,142.251.60.233,N/A,,,,,,,17.23,6.6,6.63
office.com,13.107.6.156,8,104.44.231.63,N/A,,,,,,,6.5,5.48,9.31
tamilscandals2.com,104.21.32.1,7,162.158.61.125,N/A,,,,,,,10.04,5.77,6.88
babo88.com,104.21.71.253,6,152.193.5.194,N/A,,,,,,,*,*,8.83
skokka.in,104.18.32.128,8,104.18.32.128,N/A,,,,,,,6.72,5.28,6.0
canalturf.com,185.103.143.176,6,*,,,,,,,,*,*,*
youtube.com,142.250.80.110,9,192.178.108.18,N/A,,,,,,,8.47,8.45,7.41
songkick.com,34.54.35.202,9,34.54.35.202,N/A,,,,,,,7.88,11.83,6.77
egramswaraj.gov.in,164.100.128.240,5,*,,,,,,,,*,*,*
bluelive77.com,172.67.176.24,8,172.67.176.24,N/A,,,,,,,6.38,5.58,6.29
elephantbet.co.ao,185.162.229.2,7,162.158.61.221,N/A,,,,,,,12.39,7.28,10.63
nationaltrust.org.uk,52.210.108.135,6,80.239.192.36,N/A,,,,,,,*,*,302.06
toonkor.wiki,104.18.29.147,8,104.18.29.147,N/A,,,,,,,6.9,7.17,6.24
facebook.com,31.13.71.36,10,*,,,,,,,,*,*,*
wikipedia.org,208.80.154.224,7,62.115.135.160,N/A,,,,,,,7.13,8.19,8.41
postal.pt,104.21.73.24,6,*,,,,,,,,*,*,*
cloudflare.com,104.16.132.229,8,104.16.132.229,N/A,,,,,,,14.94,5.62,4.51
v6velugu.com,51.158.30.124,6,*,,,,,,,,*,*,*
googleapis.com,142.250.80.4,8,216.239.43.154,N/A,,,,,,,7.82,6.82,7.88
tapatalk.com,172.66.132.34,7,162.158.61.113,N/A,,,,,,,6.32,6.64,7.85
rogmovies.lol,104.21.48.1,7,162.158.61.125,N/A,,,,,,,8.63,7.21,7.93
googlevideo.com,142.250.80.68,8,142.250.46.194,N/A,,,,,,,7.23,6.91,7.03
canalturf.com,185.103.143.176,7,154.54.83.201,N/A,,,,,,,9.1,11.01,7.1
messefrankfurt.com,193.109.4.37,9,*,,,,,,,,*,*,*
avanture.net,104.26.4.86,6,*,,,,,,,,*,*,*
tamilscandals2.com,104.21.32.1,8,104.21.32.1,N/A,,,,,,,5.34,6.34,5.59
ungrounded.net,15.235.14.84,6,*,,,,,,,,*,*,*
